"service_id","date","exception_type"
"F1E070B6","20241014","1"
"F1E070B6","20241015","1"
"F1E070B6","20241016","1"
"F1E070B6","20241017","1"
"F1E070B6","20241018","1"
"F1E070B6","20241021","1"
"F1E070B6","20241022","1"
"F1E070B6","20241023","1"
"F1E070B6","20241024","1"
"F1E070B6","20241025","1"
"F1E070B6","20241028","1"
"F1E070B6","20241029","1"
"F1E070B6","20241030","1"
"F1E070B6","20241031","1"
"F1E070B6","20241101","1"
"F1E070B6","20241104","1"
"F1E070B6","20241105","1"
"F1E070B6","20241106","1"
"F1E070B6","20241107","1"
"F1E070B6","20241108","1"
"838C743D","20240906","1"
"838C743D","20240913","1"
"838C743D","20240920","1"
"838C743D","20240927","1"
"838C743D","20241004","1"
"838C743D","20241011","1"
"D4C99CD3","20240909","1"
"D4C99CD3","20240916","1"
"D4C99CD3","20240923","1"
"D4C99CD3","20240930","1"
"D4C99CD3","20241007","1"
"D4C99CD3","20241014","1"
"0F6BA838","20240907","1"
"0F6BA838","20240914","1"
"0F6BA838","20240921","1"
"0F6BA838","20240928","1"
"0F6BA838","20241005","1"
"0F6BA838","20241012","1"
"0F6BA838","20241019","1"
"0F6BA838","20241026","1"
"0F6BA838","20241102","1"
"0F6BA838","20241109","1"
"0A9629E3","20240908","1"
"0A9629E3","20240915","1"
"0A9629E3","20240922","1"
"0A9629E3","20240929","1"
"0A9629E3","20241006","1"
"0A9629E3","20241013","1"
"F89AEEB1","20240909","1"
"F89AEEB1","20240910","1"
"F89AEEB1","20240911","1"
"F89AEEB1","20240912","1"
"F89AEEB1","20240913","1"
"F89AEEB1","20240916","1"
"F89AEEB1","20240917","1"
"F89AEEB1","20240918","1"
"F89AEEB1","20240919","1"
"F89AEEB1","20240920","1"
"F89AEEB1","20240923","1"
"F89AEEB1","20240924","1"
"F89AEEB1","20240925","1"
"F89AEEB1","20240926","1"
"F89AEEB1","20240927","1"
"F89AEEB1","20240930","1"
"F89AEEB1","20241001","1"
"F89AEEB1","20241002","1"
"F89AEEB1","20241003","1"
"F89AEEB1","20241004","1"
"F89AEEB1","20241007","1"
"F89AEEB1","20241008","1"
"F89AEEB1","20241009","1"
"F89AEEB1","20241010","1"
"F89AEEB1","20241011","1"
"F89AEEB1","20241014","1"
"F89AEEB1","20241015","1"
"F89AEEB1","20241016","1"
"F89AEEB1","20241017","1"
"F89AEEB1","20241018","1"
"F89AEEB1","20241021","1"
"F89AEEB1","20241022","1"
"F89AEEB1","20241023","1"
"F89AEEB1","20241024","1"
"F89AEEB1","20241025","1"
"F89AEEB1","20241028","1"
"F89AEEB1","20241029","1"
"F89AEEB1","20241030","1"
"F89AEEB1","20241031","1"
"F89AEEB1","20241101","1"
"F89AEEB1","20241104","1"
"F89AEEB1","20241105","1"
"F89AEEB1","20241106","1"
"F89AEEB1","20241107","1"
"F89AEEB1","20241108","1"
"6FAE6F7F","20240906","1"
"4313B6F1","20240906","1"
"4313B6F1","20240909","1"
"4313B6F1","20240913","1"
"4313B6F1","20240916","1"
"4313B6F1","20240917","1"
"4313B6F1","20240918","1"
"4313B6F1","20240919","1"
"4313B6F1","20240920","1"
"4313B6F1","20240923","1"
"4313B6F1","20240924","1"
"4313B6F1","20240925","1"
"4313B6F1","20240926","1"
"4313B6F1","20240927","1"
"4313B6F1","20240930","1"
"4313B6F1","20241001","1"
"4313B6F1","20241002","1"
"4313B6F1","20241003","1"
"4313B6F1","20241004","1"
"4313B6F1","20241007","1"
"4313B6F1","20241008","1"
"4313B6F1","20241009","1"
"4313B6F1","20241010","1"
"4313B6F1","20241011","1"
"4313B6F1","20241014","1"
"4313B6F1","20241015","1"
"4313B6F1","20241016","1"
"4313B6F1","20241017","1"
"4313B6F1","20241018","1"
"4313B6F1","20241021","1"
"4313B6F1","20241022","1"
"4313B6F1","20241023","1"
"4313B6F1","20241024","1"
"4313B6F1","20241025","1"
"4313B6F1","20241028","1"
"4313B6F1","20241029","1"
"4313B6F1","20241030","1"
"4313B6F1","20241031","1"
"4313B6F1","20241101","1"
"4313B6F1","20241104","1"
"4313B6F1","20241105","1"
"4313B6F1","20241106","1"
"4313B6F1","20241107","1"
"4313B6F1","20241108","1"
"D97E5293","20240910","1"
"D97E5293","20240911","1"
"D97E5293","20240912","1"
"FA74FD6E","20240908","1"
"FA74FD6E","20240928","1"
"FA74FD6E","20240929","1"
"FA74FD6E","20241005","1"
"FA74FD6E","20241006","1"
"FA74FD6E","20241012","1"
"FA74FD6E","20241013","1"
"FA74FD6E","20241019","1"
"FA74FD6E","20241020","1"
"FA74FD6E","20241026","1"
"FA74FD6E","20241027","1"
"FA74FD6E","20241102","1"
"FA74FD6E","20241103","1"
"FA74FD6E","20241109","1"
"FA74FD6E","20241110","1"
"DB70F368","20240907","1"
"DB70F368","20240914","1"
"DB70F368","20240915","1"
"DB70F368","20240921","1"
"DB70F368","20240922","1"
"D0E00CAC","20240913","1"
"D0E00CAC","20240918","1"
"D0E00CAC","20240920","1"
"CA525CDB","20240906","1"
"CA525CDB","20240909","1"
"CA525CDB","20240910","1"
"CA525CDB","20240911","1"
"CA525CDB","20240912","1"
"CA525CDB","20240916","1"
"CA525CDB","20240917","1"
"CA525CDB","20240919","1"
"CA525CDB","20240923","1"
"CA525CDB","20240924","1"
"CA525CDB","20240925","1"
"CA525CDB","20240926","1"
"CA525CDB","20240927","1"
"CA525CDB","20240930","1"
"CA525CDB","20241001","1"
"CA525CDB","20241002","1"
"CA525CDB","20241003","1"
"CA525CDB","20241004","1"
"CA525CDB","20241007","1"
"CA525CDB","20241008","1"
"CA525CDB","20241009","1"
"CA525CDB","20241010","1"
"CA525CDB","20241011","1"
"CA525CDB","20241014","1"
"CA525CDB","20241015","1"
"CA525CDB","20241016","1"
"CA525CDB","20241017","1"
"CA525CDB","20241018","1"
"CA525CDB","20241021","1"
"CA525CDB","20241022","1"
"CA525CDB","20241023","1"
"CA525CDB","20241024","1"
"CA525CDB","20241025","1"
"CA525CDB","20241028","1"
"CA525CDB","20241029","1"
"CA525CDB","20241030","1"
"CA525CDB","20241031","1"
"CA525CDB","20241101","1"
"CA525CDB","20241104","1"
"CA525CDB","20241105","1"
"CA525CDB","20241106","1"
"CA525CDB","20241107","1"
"CA525CDB","20241108","1"
"C29F3F33","20240907","1"
"C29F3F33","20240908","1"
"C29F3F33","20241005","1"
"C29F3F33","20241006","1"
"C29F3F33","20241012","1"
"C29F3F33","20241013","1"
"C29F3F33","20241019","1"
"C29F3F33","20241020","1"
"C29F3F33","20241026","1"
"C29F3F33","20241027","1"
"C29F3F33","20241102","1"
"C29F3F33","20241103","1"
"C29F3F33","20241109","1"
"C29F3F33","20241110","1"
"E5E21B20","20240914","1"
"E5E21B20","20240915","1"
"E5E21B20","20240921","1"
"E5E21B20","20240922","1"
"E5E21B20","20240928","1"
"E5E21B20","20240929","1"
"53A94A5A","20240906","1"
"53A94A5A","20240909","1"
"53A94A5A","20240910","1"
"53A94A5A","20240911","1"
"53A94A5A","20240912","1"
"53A94A5A","20240913","1"
"53A94A5A","20240917","1"
"53A94A5A","20240918","1"
"53A94A5A","20240919","1"
"53A94A5A","20240920","1"
"53A94A5A","20240924","1"
"53A94A5A","20240925","1"
"53A94A5A","20240926","1"
"53A94A5A","20240927","1"
"53A94A5A","20241001","1"
"53A94A5A","20241002","1"
"53A94A5A","20241003","1"
"53A94A5A","20241004","1"
"53A94A5A","20241007","1"
"53A94A5A","20241008","1"
"53A94A5A","20241009","1"
"53A94A5A","20241010","1"
"53A94A5A","20241011","1"
"53A94A5A","20241014","1"
"53A94A5A","20241015","1"
"53A94A5A","20241016","1"
"53A94A5A","20241017","1"
"53A94A5A","20241018","1"
"53A94A5A","20241021","1"
"53A94A5A","20241022","1"
"53A94A5A","20241023","1"
"53A94A5A","20241024","1"
"53A94A5A","20241025","1"
"53A94A5A","20241028","1"
"53A94A5A","20241029","1"
"53A94A5A","20241030","1"
"53A94A5A","20241031","1"
"53A94A5A","20241101","1"
"53A94A5A","20241104","1"
"53A94A5A","20241105","1"
"53A94A5A","20241106","1"
"53A94A5A","20241107","1"
"53A94A5A","20241108","1"
"13C8782F","20240916","1"
"13C8782F","20240923","1"
"13C8782F","20240930","1"
"486C9E9C","20240906","1"
"486C9E9C","20240909","1"
"486C9E9C","20240910","1"
"486C9E9C","20240911","1"
"486C9E9C","20240912","1"
"486C9E9C","20240916","1"
"486C9E9C","20240917","1"
"486C9E9C","20240918","1"
"486C9E9C","20240919","1"
"486C9E9C","20240920","1"
"486C9E9C","20240923","1"
"486C9E9C","20240924","1"
"486C9E9C","20240925","1"
"486C9E9C","20240926","1"
"486C9E9C","20240927","1"
"486C9E9C","20240930","1"
"486C9E9C","20241001","1"
"486C9E9C","20241002","1"
"486C9E9C","20241003","1"
"486C9E9C","20241004","1"
"486C9E9C","20241007","1"
"486C9E9C","20241008","1"
"486C9E9C","20241009","1"
"486C9E9C","20241010","1"
"486C9E9C","20241011","1"
"486C9E9C","20241014","1"
"486C9E9C","20241015","1"
"486C9E9C","20241016","1"
"486C9E9C","20241017","1"
"486C9E9C","20241018","1"
"486C9E9C","20241021","1"
"486C9E9C","20241022","1"
"486C9E9C","20241023","1"
"486C9E9C","20241024","1"
"486C9E9C","20241025","1"
"486C9E9C","20241028","1"
"486C9E9C","20241029","1"
"486C9E9C","20241030","1"
"486C9E9C","20241031","1"
"486C9E9C","20241101","1"
"486C9E9C","20241104","1"
"486C9E9C","20241105","1"
"486C9E9C","20241106","1"
"486C9E9C","20241107","1"
"486C9E9C","20241108","1"
"D804B3BA","20240913","1"
"756EA62D","20240906","1"
"756EA62D","20240909","1"
"756EA62D","20240910","1"
"756EA62D","20240911","1"
"756EA62D","20240912","1"
"756EA62D","20240916","1"
"756EA62D","20240917","1"
"756EA62D","20240919","1"
"756EA62D","20240920","1"
"756EA62D","20240923","1"
"756EA62D","20240924","1"
"756EA62D","20240925","1"
"756EA62D","20240926","1"
"756EA62D","20240927","1"
"756EA62D","20240930","1"
"756EA62D","20241001","1"
"756EA62D","20241002","1"
"756EA62D","20241003","1"
"756EA62D","20241004","1"
"756EA62D","20241007","1"
"756EA62D","20241008","1"
"756EA62D","20241009","1"
"756EA62D","20241010","1"
"756EA62D","20241011","1"
"756EA62D","20241014","1"
"756EA62D","20241015","1"
"756EA62D","20241016","1"
"756EA62D","20241017","1"
"756EA62D","20241018","1"
"756EA62D","20241021","1"
"756EA62D","20241022","1"
"756EA62D","20241023","1"
"756EA62D","20241024","1"
"756EA62D","20241025","1"
"756EA62D","20241028","1"
"756EA62D","20241029","1"
"756EA62D","20241030","1"
"756EA62D","20241031","1"
"756EA62D","20241101","1"
"756EA62D","20241104","1"
"756EA62D","20241105","1"
"756EA62D","20241106","1"
"756EA62D","20241107","1"
"756EA62D","20241108","1"
"7761250E","20240913","1"
"7761250E","20240918","1"
"3A963077","20240908","1"
"3A963077","20240921","1"
"3A963077","20240928","1"
"3A963077","20240929","1"
"3A963077","20241005","1"
"3A963077","20241006","1"
"3A963077","20241012","1"
"3A963077","20241013","1"
"3A963077","20241019","1"
"3A963077","20241020","1"
"3A963077","20241026","1"
"3A963077","20241027","1"
"3A963077","20241102","1"
"3A963077","20241103","1"
"3A963077","20241109","1"
"3A963077","20241110","1"
"AEDF8303","20240907","1"
"AEDF8303","20240914","1"
"AEDF8303","20240915","1"
"AEDF8303","20240922","1"
